0.119333,-0.059632,0.060329,-0.027270,-0.042728,-0.461265,0.249536,-0.174300,-0.307600,0.233939,-0.228494,0.688553,aa
0.070322,-0.012103,0.071469,-0.073159,-0.046993,-0.357795,0.131880,-0.218267,-0.338791,0.271107,-0.024540,0.587687,aa
0.034296,-0.055649,0.075852,-0.088210,-0.075924,-0.332618,0.135476,-0.214059,-0.313158,0.310220,-0.032755,0.690288,aa
0.052806,-0.108343,0.067764,-0.068732,-0.046369,-0.368871,0.221026,-0.081200,-0.301726,0.229523,-0.192656,0.611523,aa
0.067669,-0.065633,0.048358,-0.017195,-0.022906,-0.390865,0.165335,-0.207929,-0.303863,0.275303,-0.079208,0.702066,aa
0.069391,-0.042277,0.067674,-0.056781,-0.096824,-0.369079,0.188614,-0.192190,-0.392161,0.351038,-0.077038,0.748448,aa
0.031605,-0.092322,0.003303,-0.037692,-0.016171,-0.372191,0.201549,-0.143448,-0.265270,0.302331,-0.151914,0.675917,aa
0.008529,-0.019084,0.043973,-0.060023,-0.103262,-0.314664,0.281564,-0.148778,-0.291757,0.273652,-0.054947,0.658035,aa
0.061875,-0.062319,-0.023872,-0.035186,-0.056292,-0.320774,0.236444,-0.201430,-0.293686,0.282802,-0.044756,0.740678,aa
0.003101,-0.056773,0.028762,-0.050552,0.020499,-0.405019,0.098004,-0.135877,-0.261274,0.254516,-0.128591,0.622918,aa
0.052904,-0.092069,-0.000064,-0.070849,-0.033351,-0.388851,0.113086,-0.233573,-0.276547,0.318541,-0.064320,0.468329,aa
0.035930,-0.082496,0.033544,-0.064778,-0.087828,-0.354326,0.141676,-0.196039,-0.263999,0.328527,-0.055277,0.526745,aa
0.056497,-0.094089,0.041762,-0.046128,-0.041237,-0.417355,0.202506,-0.221010,-0.222746,0.338942,-0.129543,0.574622,aa
0.076720,-0.088339,0.024937,-0.075648,-0.055791,-0.388031,0.206826,-0.232848,-0.249369,0.327878,-0.080944,0.562442,aa
0.014876,-0.067835,0.080073,-0.077275,-0.026525,-0.383945,0.235202,-0.194728,-0.359350,0.365458,-0.163026,0.911806,aa
0.080614,-0.073323,0.055103,-0.144362,0.014413,-0.489477,0.161192,-0.188842,-0.317911,0.322457,-0.210242,0.682239,aa
0.072333,-0.045836,0.062903,-0.079684,0.020788,-0.394611,0.210184,-0.155663,-0.302393,0.297939,-0.086868,0.730611,aa
0.059578,-0.083177,0.044751,-0.022280,-0.063853,-0.296197,0.251282,-0.208231,-0.343171,0.318861,-0.101912,0.812536,aa
0.035017,-0.039220,0.026696,-0.072981,-0.107278,-0.439656,0.227447,-0.317832,-0.232826,0.231591,-0.343881,0.770891,aa
0.022430,-0.041398,0.039739,-0.087139,0.025113,-0.386717,0.259729,-0.237499,-0.284719,0.255533,-0.115026,0.892039,aa
0.036443,-0.047675,0.100770,-0.091880,-0.002728,-0.367039,0.273286,-0.199607,-0.299863,0.290121,-0.151002,0.859044,aa
0.024255,-0.030690,0.054981,-0.077960,-0.044731,-0.405386,0.247073,-0.236312,-0.363994,0.293496,-0.359455,1.014466,aa
0.040293,-0.086284,0.034228,-0.058649,-0.077280,-0.362038,0.245063,-0.173031,-0.393599,0.367328,-0.226519,0.958426,aa
0.036399,-0.099277,0.046808,-0.023756,-0.127978,-0.365370,0.244248,-0.203854,-0.322120,0.383748,-0.167053,0.918476,aa
0.045214,-0.118910,0.037588,-0.038783,-0.016555,-0.385094,0.164744,-0.155173,-0.325777,0.305176,-0.281189,0.799933,aa
0.046884,-0.084403,0.096935,-0.067282,-0.096801,-0.392818,0.205619,-0.151542,-0.372295,0.276622,-0.127450,0.981801,aa
0.045595,-0.037278,-0.010451,-0.077035,-0.053608,-0.318962,0.116487,-0.121894,-0.297833,0.461730,-0.201399,0.652504,aa
0.026900,-0.043298,-0.046663,-0.050681,-0.000448,-0.379457,0.226538,-0.122566,-0.215128,0.342515,-0.056415,1.036543,aa
0.023050,-0.048347,0.000675,-0.050170,-0.065100,-0.415697,0.190490,-0.192614,-0.256217,0.362676,-0.068016,1.080458,aa
0.033658,-0.052534,0.029288,-0.049231,-0.005961,-0.378100,0.193443,-0.211699,-0.326474,0.395782,-0.204198,0.962841,aa
0.006490,-0.110627,0.021275,-0.082316,-0.103297,-0.376548,0.212856,-0.227758,-0.283526,0.349911,-0.153446,0.982576,aa
0.030912,-0.076009,-0.000179,-0.040675,-0.092545,-0.385020,0.258504,-0.216634,-0.257215,0.241503,-0.127519,1.135277,aa
0.018013,-0.051402,0.020336,-0.032277,-0.077643,-0.404515,0.268710,-0.187745,-0.306521,0.428253,-0.291684,0.852477,aa
0.022994,-0.103132,0.030515,-0.110392,-0.073488,-0.450018,0.143361,-0.230682,-0.358265,0.372184,-0.197143,1.065810,aa
0.042170,-0.121195,0.000949,-0.056368,-0.057789,-0.378235,0.199053,-0.213837,-0.320931,0.268618,-0.178336,1.080015,aa
0.081335,-0.071843,0.062621,-0.022084,-0.003251,-0.388320,0.121554,-0.187205,-0.364681,0.524645,-0.288174,1.106117,aa
0.067110,-0.079505,0.023182,-0.106211,-0.071636,-0.355093,0.287545,-0.158871,-0.275515,0.385221,-0.231681,1.169254,aa
0.091641,-0.048011,0.045537,-0.029540,-0.022579,-0.321707,0.160187,-0.142295,-0.330244,0.263053,-0.161394,1.223780,aa
0.064150,-0.111544,0.030563,-0.081474,-0.023853,-0.324609,0.120857,-0.193123,-0.308075,0.447254,-0.229836,0.754194,aa
0.019072,-0.089451,0.011618,-0.106604,-0.028795,-0.361032,0.147533,-0.190354,-0.267842,0.342850,-0.126334,0.963503,aa
0.047032,-0.112158,0.019800,-0.139015,-0.067638,-0.460466,0.234440,-0.134876,-0.299189,0.328155,-0.063584,1.134961,aa
0.021094,-0.070793,0.051519,-0.079996,-0.046652,-0.351898,0.198883,-0.150406,-0.298037,0.382455,-0.334955,0.897085,aa
0.060329,-0.118784,0.040559,-0.055504,-0.062307,-0.438983,0.127849,-0.224029,-0.278301,0.330749,-0.211878,1.070037,aa
0.064613,-0.101346,0.066474,-0.065227,-0.053678,-0.399857,0.250446,-0.147783,-0.289235,0.300437,-0.157956,1.211899,aa
0.098453,-0.051466,-0.002293,-0.045588,0.052398,-0.342572,0.204857,-0.297997,-0.280228,0.383738,-0.303608,1.009516,aa
0.036985,-0.108792,0.038759,-0.110954,-0.050449,-0.305204,0.186600,-0.176934,-0.257155,0.388088,-0.250875,0.956485,aa
0.041453,-0.092225,0.075296,-0.039620,-0.045518,-0.329283,0.179032,-0.137225,-0.241740,0.313777,-0.150108,1.143980,aa
0.004638,-0.031736,0.004843,-0.106245,-0.035645,-0.374021,0.191453,-0.211740,-0.315174,0.400419,-0.280349,1.003385,aa
0.018789,-0.096391,0.033612,-0.099196,-0.013534,-0.276910,0.173008,-0.189122,-0.242570,0.333067,-0.232724,0.987562,aa
0.060287,-0.092399,0.052596,-0.090984,-0.059929,-0.333411,0.121723,-0.213565,-0.296875,0.330711,-0.111773,1.144851,aa
0.002819,-0.100096,-0.034967,-0.070894,-0.084480,-0.340511,0.128605,-0.124156,-0.370319,0.283811,-0.345133,0.786382,aa
